id	English	Japanese
EPITAPH	THERE ARE NO SECRETS LEFT IN THESE MAEOTIAN MARSHES	
FIGHT	FIGHT?	
DARKMOON_COUNT_9	DARK MOON IN 9 DAYS	
DARKMOON	DARK MOON	
BRIGHTMOON	BRIGHT MOON	
DARKMOON_BEFORE_NUM	DARK MOON IN	
DARKMOON_AFTER_1	DAY	
DARKMOON_AFTER_MORE	DAYS	
BRIGHTMOON_BEFORE_NUM	BRIGHT MOON IN	
BRIGHTMOON_AFTER_1	DAY	
BRIGHTMOON_AFTER_MORE	DAYS	
TIME_PARADOX	* TIME PARADOX *	
ERRAND_END	YOUR WOEFUL ERRAND IS AT AN END.	
BEWARE_BOOR	BEWARE THE GRIZZLED BOOR	
MOVE_CONTROLS	PRESS & HOLD TO MOVE	
STOP_CONTROLS	TIP TAP TO STOP?	
STOP_CONTROLS_ARROW	< < TIP TAP TO STOP?	
SLAY	SLAY?	
ZOOM_CONTROLS	< < <  ZOOM? > > >	
LOOK_CONTROLS	"PRESS, HOLD & SWIPE ON SWORCERY AUREOLE"	
LOOK_CONTROLS_2	PRESS & SWIPE TO LOOK AROUND	
TONGUE_TEXT	"Tilt, unsheathe & hold your scythian sword up high in the rainbow for a few seconds and have faith"	
TOUCH_HOLD	PRESS & HOLD	
TOUCH_HOLD_ARROW_LEFT	< < PRESS & HOLD	
TOUCH_HOLD_ARROW_RIGHT	PRESS & HOLD > >	
TIP_TAP_QUESTION	TIP TAP?	
TIP_TAP_ARROW_LEFT	< < TIP TAP	
TIP_TAP_ARROW_LEFT_Q	< < TIP TAP?	
TIP_TAP_ARROW_RIGHT	TIP TAP > >	
RUB	RUB	
QUIT	QUIT?	
TAP_ARROW_LEFT	< < PRESS	
MOON_TIME_1	moments ago	
MOON_TIME_2	a little while ago	
MOON_TIME_3	a while ago	
MOON_TIME_4	in days of yore	
MOON_TIME_5	many moons ago	
MOON_TIME_6	a long time ago	
COSMIC_FRIENDS	NOW WE ARE COSMIC FRIENDS FOREVER... OK?	
The Scythian	The Scythian	
Girl	Samae	
Logfella	Logfella	
Dogfella	Dogfella	
The Archetype	The Archetype	
EXIT	EXIT	
RESOLUTION	RESOLUTION	
RESET	RESET	
PROMPT_CONFIRM_QUIT	QUIT TO MAIN MENU?	
APPLY	APPLY	
BACK	BACK	
ERRMSG_UNABLE_TO_SAVE	Unable to save file	
ERRMSG_UNABLE_TO_DELETE	Unable to delete file	
ERRMSG_UNABLE_TO_DELETE_STEAM	An error prevented the game from deleting the Steam save.	
ERRMSG_UNABLE_TO_SAVE_STEAM	An error prevented the game from making a Steam save.	
ERRMSG_CORRUPT_SAVE_PROGRESS	"The save data is corrupt as progress info cannot be read. To recover, the game will delete the save data upon pressing Okay."	
PROMPT_CONFIRM_EXITGAME	DO YOU WANT TO EXIT THE GAME?	
HASHTAG_SWORCERY	#sworcery	
DIGIT_STRING	123456789	
HOLD_SHIELD_TO_HEAL	HOLD SHIELD TO HEAL	
PRESS_START	PRESS <switch_button_l> + <switch_button_r>	
VIBRATION	VIBRATION	
MOTION_CURSOR_SENSITIVITY	MOTION CURSOR SENSITIVITY	
STICK_CURSOR_SENSITIVITY	STICK CURSOR SENSITIVITY	
CONTROLS	CONTROLS	
SETTINGS	SETTINGS	
OPTIONS	OPTIONS	
MOTION_CURSOR	MOTION CURSOR	
STICK_CURSOR	STICK CURSOR	
TOUCH_ORIENTED	TOUCH-ORIENTED	
RETURN_TO_TITLESCREEN	RETURN TO MAIN MENU	
TUTORIAL_POINT_RECENTER	POINT AT THE SCREEN AND PRESS <switch_button_x> TO CENTER THE CURSOR	
CNTRL_OPEN_MENU	<switch_button_plus> OPEN MENU	
CNTRL_OPEN_MENU_JOY	<switch_button_plus>/ <switch_button_minus> OPEN MENU	
CNTRL_OPEN_INVENTORY	<switch_button_minus> OPEN INVENTORY	
CNTRL_MOVE_PLAYER	<switch_button_rightanalogstick> MOVE PLAYER	
CNTRL_MOVE_CAMERA	<switch_button_dpad> MOVE CAMERA	
CNTRL_MOVE_CURSOR	<switch_button_leftanalogstick> MOVE CURSOR	
CNTRL_TOGGLE_ZOOM	<switch_button_y> TOGGLE ZOOM	
CNTRL_ATTACK	<switch_button_a> / <switch_button_r> TAP / SWORD	
CNTRL_TOGGLESWORD	<switch_button_b> TOGGLE SWORD/DEFEND	
CNTRL_TOUCH	TAP	
CNTRL_TAP	<switch_button_r> TAP	
CNTRL_TIPTAP	<switch_button_zr> TIP TAP	
CNTRL_PINCHZOOM	PINCH TO ZOOM	
CNTRL_RECENTER_CURSOR	<switch_button_faceup> RECENTER CURSOR	
CNTRL_POINT_TO_MOVE_CURSOR	POINT TO MOVE CURSOR	
CNTRL_ATTACK_JOY	<switch_button_faceright> / <switch_button_l> / <switch_button_r> TAP / SWORD	
CNTRL_TOGGLESWORD_JOY	<switch_button_facedown> TOGGLE SWORD/DEFEND	
CNTRL_TOGGLE_ZOOM_JOY	<switch_button_faceleft> TOGGLE ZOOM	
CALIB_FLATSURFACE	PLACE THE JOY-CON ON A FLAT SURFACE UNTIL IT IS AT REST	
CALIB_PICKUP	PICK UP THE JOY-CON	
CALIB_POINT	HOLD THE JOY-CON AS SHOWN AND POINT AT THE SCREEN. PRESS <switch_button_faceup> TO CENTER THE CURSOR.	
CALIB_RECENTER	REMEMBER YOU CAN PRESS <switch_button_faceup> TO RECENTER ANY TIME. PRESS ANY BUTTON TO CONTINUE.	
SAVING_NINSWITCH	SAVING	
SHEATHE_NINSWITCH	SHEATHE?	
FRENCH_SPECIAL	Ç ç « » ‹ › € À Â Ä È É Ê Ë Î Ï Ô Œ Ù Û Ü Ÿ Ç ç « » €	
ITALIAN_SPECIAL	À È É Ì Ò Ó Ù º ª « » ‹ › € ª	
GERMAN_SPECIAL	Ä ä Ö ö Ü ü ẞ ß	
SPANISH_SPECIAL	Á É Í Ó Ú Ñ Ü ¿ ¡ º ª « » ‹ › €	
TOUCHTRONIC_NINSWITCH	TOUCHTRONIC	
POINTCLICK_NINSWITCH	POINT & CLICK	
FAMICOM_NINSWITCH	FAMICOM	
	Thumbstick Cursor Sensitivity 	
SOUTHPAW_NINSWITCH	SOUTHPAW	
NORTHPAW_NINSWITCH	NORTHPAW	
JOYCON_STRAP_MSG_NINSWITCH	"When using the detached Joy-Con controllers, follow the instructions, attach the straps, and hold the controllers tightly."	
PHOTOSENSITIVIY_MSG_NINSWITCH	"A very small percentage of individuals may experience epileptic seizures when exposed to certain visual images, including light patterns or flashing lights. Exposure to certain patterns or backgrounds on a computer screen, or while playing video games, may induce an epileptic seizure in these individuals. Certain conditions may induce previously undetected epileptic symptoms even in persons who have no history of prior seizures or epilepsy."	
PHOTOSENSITIVIY_MSG_NINSWITCH2	"If you, or anyone in your family, have an epileptic condition, consult your physician prior to playing. If you experience any of the following symptoms while playing a video or computer game – dizziness, altered vision, eye or muscle twitches, loss of awareness, disorientation, any involuntary movement, or convulsions – discontinue use IMMEDIATELY and consult your physician before resuming play."	
POINTCLICK_CURSORSENS_NINSWITCH	POINT & CLICK CURSOR SENSITIVITY	
FAM_CURSOR_NOT_USED	FAMICOM Cursor Sensitivity 	
POINTCLICK_PROMPT_NINSWITCH	Point & Click Mode allows you to play with a single Joy-Con as a pointer. This mode is best experienced when played on a television. Are you sure you want to enable Point & Click mode?	
POINTCLICK_PROMPT_ALT_NINSWITCH	Point & Click allows you to play with a single Joy-Con as a pointer and is best experienced when played on a television. Are you sure you want to enable Point & Click controls?	
SWAP_STICKS_NINSWITCH	SWAP THUMBSTICKS	
PLAY_MENU_NINSWITCH	PLAY	
CREDITS_MENU_NINSWITCH	CREDITS	
GAMEPAD_NINSWITCH	GAMEPAD	
	CONTROLLER	
CNTRL_MOVE_PLAYER_ALT	<switch_button_leftanalogstick> MOVE PLAYER	
CNTRL_MOVE_CURSOR_ALT	<switch_button_rightanalogstick> MOVE CURSOR	
SITCK_SENSITIVITY_NINSWITCH	STICK SENSITIVITY	
MOTION_SENSITIVITY_NINSWITCH	MOTION SENSITIVITY	
POINTER_SENSITIVITY_NINSWITCH	POINTER SENSITIVITY	
ENABLE_POINTCLICK_NINSWITCH	ENABLE POINT & CLICK CONTROLS?	
ENABLE_GAMEPAD_NINSWITCH	ENABLE GAMEPAD CONTROLS?	
ENABLE_FAMICOM_NINSWITCH	ENABLE FAMICOM CONTROLS?	
ENABLE_TOUCHTRONIC_NINSWITCH	ENABLE TOUCHTRONIC CONTROLS?	
DRAW_SWORD_DEFEND	DRAW SWORD/DEFEND	
DRAW_SWORD_SHIELD	DRAW SWORD/SHIELD	
PRESS_LR_CONTROLLER_NINSWITCH	PRESS <switch_button_l> + <switch_button_r> ON YOUR CONTROLLER	
PRESS_A_NINSWITCH	PRESS <switch_button_a> WHEN YOU'RE READY	
SELECT_NINSWITCH	SELECT	
CHOOSE_NINSWITCH	CHOOSE	
FAMICOM_CONTROLS_BLURB_NINSWITCH	BEST PLAYED WITH A GAMEPAD OR IN HANDHELD MODE. 	
AUTOSAVE_MSG	"THIS GAME UTILIZES AUTO-SAVING, WHEN THIS ICON < SAVING_RECORD> IS ON SCREEN DO NOT TURN OFF THE CONSOLE"	
PRESS_LR_JOYCON_NINSWITCH	PRESS <switch_button_sl> + <switch_button_sr> ON THE JOY-CON	
REMOVE_PRESS_LR_JOYCON_NINSWITCH	REMOVE JOY-CON AND PRESS L & R	
THUMBSTICK_SENS_NINSWITCH	THUMBSTICK SENSITIVITY	
UNSHEATHE_DEFEND_NINSWITCH	UNSHEATHE/DEFEND	
UNSHEATHE_USE_SHIELD_NINSWITCH	UNSHEATHE/USE SHEILD	
CNTRLINFO_CANCEL_NINSWITCH	<switch_button_b> CANCEL	
CNTRLINFO_CANCEL_ALT_NINSWITCH	<switch_button_facedown> CANCEL	
CNTRLINFO_CONTINUE_ALT_NINSWITCH	<switch_button_faceright> CONTINUE	
TOUCH_NINSWITCH	TOUCH	
FAMICOM_CONTROLS_BLURB_ALT_NINSWITCH	PLAY WITH A CONTROLLER OR IN HANDHELD MODE. 	
TOUCHTRONIC_CONTROLS_BLURB_ALT_NINSWITCH	IN HANDHELD MODE YOU CAN ALSO USE TOUCH CONTROLS. 	
CONTROLLER_CONTROLS_NINSWITCH	CONTROLLER	
FAMICOM_CONTROLS_BLURB_ALT2_NINSWITCH	USE A THUMBSTICK BASED CURSOR WITH A CONTROLLER OR IN HANDHELD MODE. 	
CONSOLE_NINSWITCH	CONSOLE	
CLASSIC_CONTROLS_BLURB_ALT_NINSWITCH	CLASSIC	
NOTHING_NOPE	Nintendo Switch QA support courtesy of Testronic Labs.	
NOTHING_NOPE2	"Additional Japanese localization support provided by Yutaka Ohbuchi, John Ricciardi and Masanobu Suto."	
LOOK_AROUND_NINSWITCH	LOOK AROUND?	
OMDC_CHANGE	This project was made possible with the financial support of Ontario Creates.	
CNTRL_PINCH_Y_ZOOM	Pinch / <switch_button_y> ZOOM	
LBL_MOVEPLAYER	MOVE PLAYER <switch_button_rightanalogstick>	
LBL_MOVECURSOR	MOVE CURSOR <switch_button_leftanalogstick>	
LBL_MOVEPLAYER_ALT	MOVE PLAYER <switch_button_leftanalogstick>	
LBL_MOVECURSOR_ALT	MOVE CURSOR <switch_button_rightanalogstick>	
	MOVEMENT	
	PLAYER	
	CURSOR	
