id	English	Japanese
ERRAND_END	TU FUNESTO COMETIDO HA LLEGADO A SU FIN.	
BEWARE_BOOR	CUIDADO CON EL CANOSO TOSCO	
MOVE_CONTROLS	PULSA Y MANTÉN PARA MOVER	
STOP_CONTROLS	¿TAP TAP PARA PARAR?	
STOP_CONTROLS_ARROW	< < ¿TAP TAP PARA PARAR?	
SLAY	¿ANIQUILAR?	
ZOOM_CONTROLS	< < <  ¿ACERCAR? > > >	
LOOK_CONTROLS	TOCA Y DESLIZA PARA MIRAR	
LOOK_CONTROLS_2	DESLIZA PARA MIRAR ALREDEDOR	
TONGUE_TEXT	"Inclina, desenvaina y alza tu espada escita hacia el arcoíris por unos segundos, y ten fe."	
TOUCH_HOLD	PULSA Y MANTÉN	
TOUCH_HOLD_ARROW_LEFT	< < PULSA Y MANTÉN	
TOUCH_HOLD_ARROW_RIGHT	PULSA Y MANTÉN > >	
TIP_TAP_QUESTION	¿TAP TAP?	
TIP_TAP_ARROW_LEFT	< < TAP TAP	
TIP_TAP_ARROW_LEFT_Q	< < ¿TAP TAP?	
TIP_TAP_ARROW_RIGHT	TAP TAP > >	
RUB	FROTA	
QUIT	SALIR	
TAP_ARROW_LEFT	< < TOCA	
TAP_QUESTION	¿TOCAR?	
MOON_TIME_1	hace instantes	
MOON_TIME_2	hace un ratito	
MOON_TIME_3	hace un rato	
MOON_TIME_4	hace muchos días	
MOON_TIME_5	hace muchas lunas	
MOON_TIME_6	hace mucho tiempo	
COSMIC_FRIENDS	AHORA SOMOS AMIGOS CÓSMICOS PARA SIEMPRE, ¿OK?	
The Scythian	La Escita	
Girl	Samae	
Logfella	Tronquero	
Dogfella	Perrero	
The Archetype	El Arquetipo	
EXIT	SALIR	
RESOLUTION	RESOLUCIÓN	
RESET	REINICIAR	
PROMPT_CONFIRM_QUIT	¿VOLVER AL MENÚ PRINCIPAL?	
APPLY	LISTO	
BACK	VOLVER	
ERRMSG_UNABLE_TO_SAVE	No se puede guardar el archivo	
ERRMSG_UNABLE_TO_DELETE	No se puede borrar el archivo	
ERRMSG_UNABLE_TO_DELETE_STEAM	Un error impidió borrar el archivo de guardado de Steam.	
ERRMSG_UNABLE_TO_SAVE_STEAM	Un error impidió crear un archivo de guardado de Steam.	
ERRMSG_CORRUPT_SAVE_PROGRESS	Los datos de guardado están corruptos y no se pueden leer. Se borrará todo el progreso al presionar Aceptar.	
PROMPT_CONFIRM_EXITGAME	¿QUIERES SALIR DEL JUEGO?	
HASHTAG_SWORCERY	#sworcery	
DIGIT_STRING	0123456789	
HOLD_SHIELD_TO_HEAL	MANTÉN PARA CURARTE	
EXIT_TITLE	Salir de #sworcery?	
EXIT_PROMPT	¿En verdad quieres salir?	
PRESS_START	PULSA <switch_button_l> + <switch_button_r>	
VIBRATION	VIBRACIÓN	
MOTION_CURSOR_SENSITIVITY	SENSIBILIDAD DEL CURSOR DE MOVIMIENTO	
STICK_CURSOR_SENSITIVITY	SENSIBILIDAD DEL CURSOR DE JOYSTICK	
CONTROLS	CONTROLES	
MOTION_CURSOR	CURSOR DE MOVIMIENTO	
STICK_CURSOR	CURSOR DE JOYSTICK	
TOUCH_ORIENTED	ORIENTACIÓN TÁCTIL	
RETURN_TO_TITLESCREEN	VOLVER AL MENÚ PRINCIPAL	
TUTORIAL_POINT_RECENTER	APUNTA A LA PANTALLA Y PULSA <switch_button_x> PARA CENTRAR EL CURSOR	
CNTRL_OPEN_MENU	<switch_button_plus> ABRIR MENÚ	
CNTRL_OPEN_MENU_JOY	<switch_button_plus>/ <switch_button_minus> ABRIR MENÚ	
CNTRL_OPEN_INVENTORY	<switch_button_minus> ABRIR INVENTARIO	
CNTRL_MOVE_PLAYER	<switch_button_rightanalogstick> MOVER PERSONAJE	
CNTRL_MOVE_CAMERA	<switch_button_dpad> MOVER CÁMARA	
CNTRL_MOVE_CURSOR	<switch_button_leftanalogstick> MOVER CURSOR	
CNTRL_TOGGLE_ZOOM	<switch_button_y> ACERCAR/ALEJAR	
CNTRL_ATTACK	<switch_button_a> / <switch_button_r> TOCAR/ESPADA	
CNTRL_TOGGLESWORD	<switch_button_b> ALTERNAR ESPADA/DEFENSA	
CNTRL_TOUCH	TOCAR	
CNTRL_TAP	<switch_button_r> TOCAR	
CNTRL_TIPTAP	<switch_button_zr> TAP TAP	
CNTRL_PINCHZOOM	PELLIZCA PARA ACERCAR	
CNTRL_RECENTER_CURSOR	<switch_button_faceup> RECENTRAR CURSOR	
CNTRL_POINT_TO_MOVE_CURSOR	APUNTA PARA MOVER EL CURSOR	
CNTRL_ATTACK_JOY	<switch_button_faceright> / <switch_button_l> / <switch_button_r> TOCAR/ESPADA	
CNTRL_TOGGLESWORD_JOY	<switch_button_facedown> ALTERNAR ESPADA/DEFENSA	
CNTRL_TOGGLE_ZOOM_JOY	<switch_button_faceleft> ACERCAR/ALEJAR	
CALIB_FLATSURFACE	COLOCA EL JOY-CON EN UNA SUPERFICIE PLANA HASTA QUE ESTÉ INMÓVIL.	
CALIB_PICKUP	LEVANTA EL JOY-CON.	
CALIB_POINT	SUJETA EL JOY-CON COMO SE INDICA Y APUNTA A LA PANTALLA. PULSA <switch_button_faceup> PARA CENTRAR EL CURSOR.	
CALIB_RECENTER	RECUERDA QUE PUEDES PULSAR <switch_button_faceup> PARA RECENTRAR EL CURSOR CUANDO QUIERAS. PULSA UN BOTÓN PARA CONTINUAR.	
SAVING_NINSWITCH	GUARDANDO	
SHEATHE_NINSWITCH	¿ENVAINAR?	
TOUCHTRONIC_NINSWITCH	TOUCHTRONIC	
POINTCLICK_NINSWITCH	APUNTAR Y HACER CLIC	
FAMICOM_NINSWITCH	FAMICOM	
SOUTHPAW_NINSWITCH	ZURDO/A	
NORTHPAW_NINSWITCH	DIESTRO/A	
JOYCON_STRAP_MSG_NINSWITCH	Cuando uses los controles Joy-Con desmontables, sigue las instrucciones, fija las correas y sujétalos bien.	
PHOTOSENSITIVIY_MSG_NINSWITCH	Existe la posibilidad de que un porcentaje pequeño de personas sufra ataques epilépticos ante la exposición a imágenes determinadas, entre las que se incluyen patrones lumínicos o luces parpadeantes. La exposición a patrones definidos o fondos en una pantalla de computadora o durante un videojuego puede provocar un ataque de epilepsia a dichas personas. Algunas condiciones pueden instigar síntomas epilépticos no detectados incluso en personas que no tienen antecedentes de convulsiones ni epilepsia.	
PHOTOSENSITIVIY_MSG_NINSWITCH2	Si tú o alguien de tu familia sufren de epilepsia, consulta a un médico antes de jugar. Deja de usar el juego de inmediato y consulta a un médico antes de retomarlo si presentas alguno de los síntomas siguientes mientras juegas: mareos, problemas en la vista, contracciones oculares o musculares, pérdida de conocimiento, desorientación, cualquier movimiento involuntario o convulsiones.	
POINTCLICK_CURSORSENS_NINSWITCH	SENSIBILIDAD DEL CURSOR DE APUNTAR Y HACER CLIC	
FAM_CURSOR_NOT_USED	Sensibilidad del cursor de FAMICOM	
POINTCLICK_PROMPT_NINSWITCH	El modo Apuntar y hacer clic permite jugar con un solo Joy-Con como puntero. Se disfruta más cuando juegas en un televisor. ¿Seguro que quieres activar el modo Apuntar y hacer clic?	
POINTCLICK_PROMPT_ALT_NINSWITCH	El modo Apuntar y hacer clic permite jugar con un solo Joy-Con como puntero. Se disfruta más cuando juegas en un televisor. ¿Seguro que quieres activar el modo Apuntar y hacer clic?	
SWAP_STICKS_NINSWITCH	INTERCAMBIAR JOYSTICKS	
PLAY_MENU_NINSWITCH	JUGAR	
CREDITS_MENU_NINSWITCH	CRÉDITOS	
GAMEPAD_NINSWITCH	GAMEPAD	
CONTROLLER	CONTROL	
CNTRL_MOVE_PLAYER_ALT	<switch_button_leftanalogstick> MOVER PERSONAJE	
CNTRL_MOVE_CURSOR_ALT	<switch_button_rightanalogstick> MOVER CURSOR	
SITCK_SENSITIVITY_NINSWITCH	SENSIBILIDAD DEL JOYSTICK	
MOTION_SENSITIVITY_NINSWITCH	SENSIBILIDAD DE MOVIMIENTO	
POINTER_SENSITIVITY_NINSWITCH	SENSIBILIDAD DEL PUNTERO	
ENABLE_POINTCLICK_NINSWITCH	¿HABILITAR CONTROLES DE APUNTAR Y HACER CLIC?	
ENABLE_GAMEPAD_NINSWITCH	¿HABILITAR CONTROLES DE GAMEPAD?	
ENABLE_FAMICOM_NINSWITCH	¿HABILITAR CONTROLES DE FAMICOM?	
ENABLE_TOUCHTRONIC_NINSWITCH	¿HABILITAR CONTROLES TÁCTILES?	
DRAW_SWORD_DEFEND	DESENVAINAR/DEFENDER	
DRAW_SWORD_SHIELD	DESENVAINAR/ESCUDO	
PRESS_LR_CONTROLLER_NINSWITCH	PULSA <switch_button_l> + <switch_button_r> EN EL CONTROL	
PRESS_A_NINSWITCH	PULSA <switch_button_a> CUANDO QUIERAS	
SELECT_NINSWITCH	SELECCIONAR	
CHOOSE_NINSWITCH	ELEGIR	
FAMICOM_CONTROLS_BLURB_NINSWITCH	SE RECOMIENDA JUGAR CON UN GAMEPAD O EN MODO PORTÁTIL.	
AUTOSAVE_MSG	EL JUEGO USA GUARDADO AUTOMÁTICO. NO APAGUES LA CONSOLA CUANDO VEAS ESTE ÍCONO: < SAVING_RECORD>.	
PRESS_LR_JOYCON_NINSWITCH	PULSA <switch_button_sl> + <switch_button_sr> EN EL JOY-CON	
REMOVE_PRESS_LR_JOYCON_NINSWITCH	QUITA EL JOY-CON Y PULSA L + R	
THUMBSTICK_SENS_NINSWITCH	SENSIBILIDAD DE JOYSTICKS	
UNSHEATHE_DEFEND_NINSWITCH	DESENVAINAR/DEFENDER	
UNSHEATHE_USE_SHIELD_NINSWITCH	DESENVAINAR/USAR ESCUDO	
CNTRLINFO_CANCEL_NINSWITCH	<switch_button_b> CANCELAR	
CNTRLINFO_CANCEL_ALT_NINSWITCH	<switch_button_facedown> CANCELAR	
CNTRLINFO_CONTINUE_ALT_NINSWITCH	<switch_button_faceright> CONTINUAR	
TOUCH_NINSWITCH	TOCA	
FAMICOM_CONTROLS_BLURB_ALT_NINSWITCH	JUEGA CON UN CONTROL O EN MODO PORTÁTIL.	
TOUCHTRONIC_CONTROLS_BLURB_ALT_NINSWITCH	EN MODO PORTÁTIL TAMBIÉN PUEDES USAR LOS CONTROLES TÁCTILES.	
CONTROLLER_CONTROLS_NINSWITCH	CONTROL	
FAMICOM_CONTROLS_BLURB_ALT2_NINSWITCH	USA UN CURSOR QUE CONTROLAS CON EL JOYSTICK O EN MODO PORTÁTIL.	
CONSOLE_NINSWITCH	CONSOLA	
CLASSIC_CONTROLS_BLURB_ALT_NINSWITCH	CLÁSICO	
LOOK_AROUND_NINSWITCH	¿MIRAR ALREDEDOR?	
OMDC_CHANGE	Este proyecto fue posible gracias al apoyo financiero de Ontario Creates.	
CNTRL_PINCH_Y_ZOOM	PELLIZCA / <switch_button_y> ACERCAR/ALEJAR	
LBL_MOVEPLAYER	MOVER PERSONAJE <switch_button_rightanalogstick>	
LBL_MOVECURSOR	MOVER CURSOR <switch_button_leftanalogstick>	
LBL_MOVEPLAYER_ALT	MOVER PERSONAJE <switch_button_leftanalogstick>	
LBL_MOVECURSOR_ALT	MOVER CURSOR <switch_button_rightanalogstick>	
MOVEMENT	MOVIMIENTO	
PLAYER	JUGADOR	
CURSOR	CURSOR	
